"name","company","ticker","stock","percent_portfolio","shares","reported_price","percent_difference_current_price","current_price","value"
John Armitage,Egerton Capital,FSLR,FIRST SOLAR INC,1.62%,709838,$225.46,4.46%,$215.40,$160040075
John Armitage,Egerton Capital,FISV,FISERV INC,4.12%,1847299,$149.04,23.36%,$114.23,$275321517
John Armitage,Egerton Capital,FLUT,FLUTTER ENTERTAINMENT PLC-DI,1.92%,1041284,$182.36,16.30%,$212.08,$189888550
John Armitage,Egerton Capital,GEHCV,GE HEALTHCARE INC-W/I,5.79%,4856204,$77.92,28.13%,$56.00,$378395423
John Armitage,Egerton Capital,GEV,GE VERNOVA INC,1.36%,784508,$171.51,16.40%,$199.63,$134550967
John Armitage,Egerton Capital,GE,GENERAL ELECTRIC CO,3.81%,2373275,$158.97,4.65%,$166.36,$377279527
John Armitage,Egerton Capital,HLT,HILTON WORLDWIDE HOLDINGS IN,1.09%,493549,$218.20,1.81%,$214.25,$107692392
John Armitage,Egerton Capital,IBN,ICICI BANK LTD-SPON ADR,1.61%,3573931,$28.81,2.74%,$29.60,$102964965
John Armitage,Egerton Capital,IBKR,INTERACTIVE BROKERS GRO-CL A,3.88%,3133370,$122.60,2.38%,$125.52,$384151162
John Armitage,Egerton Capital,MA,MASTERCARD INC - A,1.88%,422573,$441.16,9.52%,$483.14,$186422305
John Armitage,Egerton Capital,META,META PLATFORMS INC-CLASS A,6.82%,843988,$504.22,1.69%,$512.74,$425556108
John Armitage,Egerton Capital,MSFT,MICROSOFT CORP,6.72%,1489464,$446.95,8.51%,$408.90,$665715935
John Armitage,Egerton Capital,PGR,PROGRESSIVE CORP,3.23%,1541378,$207.71,22.24%,$253.91,$320159624
John Armitage,Egerton Capital,RNR,RENAISSANCERE HOLDINGS LTD,4.20%,1143854,$223.51,15.90%,$259.04,$255662916
John Armitage,Egerton Capital,SN,SHARKNINJA INC,0.50%,657047,$75.15,30.57%,$98.12,$49377082
John Armitage,Egerton Capital,UBER,UBER TECHNOLOGIES INC,1.31%,1785119,$72.68,1.54%,$71.56,$129742449
John Armitage,Egerton Capital,V,VISA INC-CLASS A SHARES,6.77%,1532488,$262.47,6.87%,$280.49,$402232335
David Jeffrey Fear,Thunderbird Partners,GOOGL,ALPHABET INC-CL A,3.50%,80808,$182.15,14.11%,$156.45,$14719177
David Jeffrey Fear,Thunderbird Partners,HOG,HARLEY-DAVIDSON INC,0.64%,78008,$33.54,11.87%,$37.52,$2616411
David Jeffrey Fear,Thunderbird Partners,JD,JDCOM INC-ADR,6.85%,1116363,$25.84,3.83%,$26.83,$28846820
David Jeffrey Fear,Thunderbird Partners,EDU,NEW ORIENTAL EDUCATIO-SP ADR,7.22%,390822,$77.73,22.75%,$60.05,$30378594
David Jeffrey Fear,Thunderbird Partners,PDD,PINDUODUO INC-ADR,8.03%,241526,$132.95,30.24%,$92.75,$32110894
David Jeffrey Fear,Thunderbird Partners,STX,SEAGATE TECHNOLOGY HOLDINGS,12.02%,490160,$103.27,2.46%,$100.73,$50618823
David Jeffrey Fear,Thunderbird Partners,SIX,SIX FLAGS ENTERTAINMENT CORP,28.34%,3599808,$33.14,3.44%,$32.00,$119297637
David Jeffrey Fear,Thunderbird Partners,TAL,TAL EDUCATION GROUP- ADR,5.70%,2103662,$10.67,25.96%,$7.90,$22446074
David Jeffrey Fear,Thunderbird Partners,UNH,UNITEDHEALTH GROUP INC,10.98%,90776,$509.26,18.64%,$604.18,$46228586
David Jeffrey Fear,Thunderbird Partners,GDXJ,VANECK JUNIOR GOLD MINERS,2.72%,272286,$42.12,2.92%,$43.35,$11468686
David Jeffrey Fear,Thunderbird Partners,WDC,WESTERN DIGITAL CORP,13.99%,714829,$75.77,16.92%,$62.95,$54162660
Mohnish Pabrai,Dalal Street,AMR,ALPHA METALLURGICAL RESOURCE,54.09%,448960,$280.53,23.59%,$214.35,$125946800
Mohnish Pabrai,Dalal Street,ARCH,ARCH RESOURCES INC,25.66%,392388,$152.23,15.69%,$128.34,$59733225
Mohnish Pabrai,Dalal Street,CEIX,CONSOL ENERGY INC,7.54%,126447,$102.03,7.23%,$94.65,$12901482
Mohnish Pabrai,Dalal Street,HCC,WARRIOR MET COAL INC,12.71%,471519,$62.77,11.53%,$55.53,$29597248
David Rolfe,Wedgewood Partners,GOOGL,ALPHABET INC-CL A,8.64%,196945,$162.29,3.60%,$156.45,$31962236
David Rolfe,Wedgewood Partners,AAPL,APPLE INC,7.70%,173540,$217.53,1.53%,$220.85,$37750102
David Rolfe,Wedgewood Partners,BKNG,BOOKING HOLDINGS INC,4.31%,6145,$3439.29,10.46%,$3799.21,$21134466
David Rolfe,Wedgewood Partners,CDW,CDW CORP/DE,4.18%,71394,$212.10,1.12%,$214.48,$15142817
David Rolfe,Wedgewood Partners,CPRT,COPART INC,5.29%,516179,$50.26,5.55%,$53.05,$25943157
David Rolfe,Wedgewood Partners,EW,EDWARDS LIFESCIENCES CORP,4.74%,354427,$65.54,5.17%,$68.93,$23229146
David Rolfe,Wedgewood Partners,META,META PLATFORMS INC-CLASS A,8.82%,60746,$515.95,0.62%,$512.74,$31342179
David Rolfe,Wedgewood Partners,MSFT,MICROSOFT CORP,5.73%,68970,$406.81,0.51%,$408.90,$28057884
David Rolfe,Wedgewood Partners,MSI,MOTOROLA SOLUTIONS INC,5.08%,60341,$412.76,5.98%,$437.45,$24906460
David Rolfe,Wedgewood Partners,ORLY,O'REILLY AUTOMOTIVE INC,2.03%,8887,$1121.07,1.49%,$1137.73,$9962949
David Rolfe,Wedgewood Partners,ODFL,OLD DOMINION FREIGHT LINE,2.37%,43189,$190.62,2.63%,$195.64,$8232682
David Rolfe,Wedgewood Partners,PYPL,PAYPAL HOLDINGS INC,6.52%,503212,$63.46,14.42%,$72.61,$31933834
David Rolfe,Wedgewood Partners,POOL,POOL CORP,2.37%,23462,$344.07,0.13%,$344.53,$8072801
David Rolfe,Wedgewood Partners,SPGI,S&P GLOBAL INC,2.44%,24644,$484.47,5.95%,$513.31,$11939219
David Rolfe,Wedgewood Partners,TSM,TAIWAN SEMICONDUCTOR-SP ADR,8.48%,247788,$167.63,4.03%,$160.87,$41536659
David Rolfe,Wedgewood Partners,TPL,TEXAS PACIFIC LAND CORP,2.27%,9086,$832.70,3.48%,$803.76,$7566649
David Rolfe,Wedgewood Partners,TSCO,TRACTOR SUPPLY COMPANY,5.44%,101588,$262.23,3.98%,$272.68,$26639491
David Rolfe,Wedgewood Partners,UNH,UNITEDHEALTH GROUP INC,6.80%,58920,$565.29,6.88%,$604.18,$33306692
David Rolfe,Wedgewood Partners,V,VISA INC-CLASS A SHARES,6.81%,85358,$259.89,7.93%,$280.49,$22183661
David M. Polen,Polen Capital Management,AAON,AAON INC,0.01%,34884,$87.24,1.93%,$88.92,$3043276
David M. Polen,Polen Capital Management,ABT,ABBOTT LABORATORIES,3.99%,15305822,$103.91,10.10%,$114.40,$1590427945
David M. Polen,Polen Capital Management,ACN,ACCENTURE PLC-CL A,3.30%,2860164,$303.41,13.37%,$343.99,$867802448
David M. Polen,Polen Capital Management,ADBE,ADOBE INC,3.72%,2665186,$555.54,3.55%,$575.25,$1480617560
David M. Polen,Polen Capital Management,ABNB,AIRBNB INC-CLASS A,3.87%,10173464,$151.63,24.02%,$115.21,$1542602417
David M. Polen,Polen Capital Management,ALRM,ALARMCOM HOLDINGS INC,0.02%,82666,$63.54,8.33%,$58.25,$5252641
David M. Polen,Polen Capital Management,ALIT,ALIGHT INC - CLASS A,0.02%,1008705,$7.38,1.22%,$7.29,$7444241
David M. Polen,Polen Capital Management,ALGN,ALIGN TECHNOLOGY INC,0.01%,20006,$241.43,7.91%,$222.34,$4829955
David M. Polen,Polen Capital Management,GOOGL,ALPHABET INC-CL A,0.96%,1319455,$182.15,14.11%,$156.45,$240338824
David M. Polen,Polen Capital Management,GOOG,ALPHABET INC-CL C,7.68%,16682933,$183.42,13.96%,$157.81,$3059983528
David M. Polen,Polen Capital Management,AMZN,AMAZONCOM INC,14.36%,29623890,$193.25,10.31%,$173.33,$5724816686
David M. Polen,Polen Capital Management,AMN,AMN HEALTHCARE SERVICES INC,0.01%,37995,$51.23,3.90%,$53.23,$1946487
David M. Polen,Polen Capital Management,AON,AON PLC-CLASS A,0.61%,822041,$293.58,18.72%,$348.55,$241334908
David M. Polen,Polen Capital Management,APPF,APPFOLIO INC - A,0.01%,17855,$244.58,7.35%,$226.59,$4366891
David M. Polen,Polen Capital Management,AIT,APPLIED INDUSTRIAL TECH INC,0.00%,4557,$194.01,2.27%,$198.41,$884092
David M. Polen,Polen Capital Management,ASML,ASML HOLDING NV-NY REG SHS,0.13%,51068,$1022.74,20.66%,$811.48,$52229257
David M. Polen,Polen Capital Management,AZPN,ASPEN TECHNOLOGY INC,0.00%,9853,$198.63,15.03%,$228.48,$1957101
David M. Polen,Polen Capital Management,ADSK,AUTODESK INC,0.03%,24638,$247.45,3.37%,$255.79,$6096844
David M. Polen,Polen Capital Management,ADP,AUTOMATIC DATA PROCESSING,0.29%,491947,$238.69,15.30%,$275.22,$117422754
David M. Polen,Polen Capital Management,TECH,BIO-TECHNE CORP,0.01%,35457,$71.65,0.74%,$71.12,$2540494
David M. Polen,Polen Capital Management,BL,BLACKLINE INC,0.01%,59283,$48.45,1.07%,$48.97,$2872296
David M. Polen,Polen Capital Management,BWMN,BOWMAN CONSULTING GROUP LTD,0.00%,46145,$31.79,28.66%,$22.68,$1466963
David M. Polen,Polen Capital Management,ELY,CALLAWAY GOLF COMPANY,0.01%,104115,$15.30,39.41%,$21.33,$1592970
David M. Polen,Polen Capital Management,CCCS,CCC INTELLIGENT SOLUTIONS HO,0.02%,854191,$11.11,5.31%,$10.52,$9490057
David M. Polen,Polen Capital Management,CRL,CHARLES RIVER LABORATORIES,0.00%,3171,$206.58,7.17%,$191.77,$655235
David M. Polen,Polen Capital Management,CWAN,CLEARWATER ANALYTICS HDS-A,0.03%,571837,$18.52,29.37%,$23.96,$10590430
David M. Polen,Polen Capital Management,ROAD,CONSTRUCTION PARTNERS INC-A,0.00%,25574,$55.21,4.75%,$57.83,$1411938
David M. Polen,Polen Capital Management,CPA,COPA HOLDINGS SA-CLASS A,0.00%,6030,$95.18,7.36%,$88.17,$574003
David M. Polen,Polen Capital Management,CNM,CORE & MAIN INC-CLASS A,0.02%,158999,$48.94,19.49%,$39.40,$7781391
David M. Polen,Polen Capital Management,DLO,DLOCAL LTD/URUGUAY,0.02%,953716,$8.09,5.44%,$8.53,$7715562
David M. Polen,Polen Capital Management,DOCS,DOXIMITY INC-CLASS A,0.01%,55387,$27.97,29.32%,$36.17,$1549181
David M. Polen,Polen Capital Management,DT,DYNATRACE INC,0.01%,51083,$44.74,10.39%,$49.39,$2285453
David M. Polen,Polen Capital Management,LLY,ELI LILLY & CO,1.24%,547065,$905.38,4.52%,$946.31,$495301599
David M. Polen,Polen Capital Management,DAVA,ENDAVA PLC- SPON ADR,0.00%,9654,$29.24,5.92%,$30.97,$282292
David M. Polen,Polen Capital Management,EPAM,EPAM SYSTEMS INC,0.01%,25775,$188.11,6.59%,$200.50,$4848535
David M. Polen,Polen Capital Management,ETSY,ETSY INC,0.00%,32925,$58.98,5.78%,$55.57,$1941917
David M. Polen,Polen Capital Management,EEFT,EURONET WORLDWIDE INC,0.02%,64387,$103.50,1.22%,$104.76,$6664094
David M. Polen,Polen Capital Management,EXLS,EXLSERVICE HOLDINGS INC,0.03%,327095,$31.36,14.70%,$35.97,$10257700
David M. Polen,Polen Capital Management,FSV,FIRSTSERVICE CORP,0.01%,29787,$152.37,17.68%,$179.31,$4538645
David M. Polen,Polen Capital Management,FIVE,FIVE BELOW,0.01%,20368,$108.97,31.60%,$74.54,$2219535
David M. Polen,Polen Capital Management,FND,FLOOR & DECOR HOLDINGS INC-A,0.00%,7635,$99.41,7.14%,$106.51,$758995
David M. Polen,Polen Capital Management,FOXF,FOX FACTORY HOLDING CORP,0.01%,80541,$48.19,16.89%,$40.05,$3881285
David M. Polen,Polen Capital Management,FCX,FREEPORT-MCMORAN INC,0.00%,10054,$48.60,14.38%,$41.61,$488640
David M. Polen,Polen Capital Management,IT,GARTNER INC,1.86%,1650791,$449.06,8.39%,$486.72,$741304197
David M. Polen,Polen Capital Management,GNRC,GENERAC HOLDINGS INC,0.02%,70988,$132.22,11.05%,$146.83,$9385979
David M. Polen,Polen Capital Management,CATH,GLOBAL X S&P 500 CA VAL ETF,0.01%,53012,$65.40,1.24%,$66.21,$3467040
David M. Polen,Polen Capital Management,GLOB,GLOBANT SA,0.21%,477338,$178.26,12.06%,$199.75,$85090262
David M. Polen,Polen Capital Management,GSHD,GOOSEHEAD INSURANCE INC -A,0.02%,129053,$57.44,53.73%,$88.30,$7412778
David M. Polen,Polen Capital Management,HLNE,HAMILTON LANE INC-CLASS A,0.02%,73140,$123.58,20.69%,$149.15,$9038704
David M. Polen,Polen Capital Management,HDB,HDFC BANK LTD-ADR,0.14%,853428,$64.33,4.07%,$61.71,$54901016
David M. Polen,Polen Capital Management,HLI,HOULIHAN LOKEY INC,0.03%,82376,$134.86,12.23%,$151.35,$11109213
David M. Polen,Polen Capital Management,ICLR,ICON PLC,0.85%,998257,$313.47,0.30%,$312.52,$312923521
David M. Polen,Polen Capital Management,IBP,INSTALLED BUILDING PRODUCTS,0.01%,13093,$205.69,1.74%,$209.27,$2693047
David M. Polen,Polen Capital Management,SGOV,ISHARES 0-3 MONTH TREASURY B,0.00%,9197,$100.71,0.36%,$100.35,$926255
David M. Polen,Polen Capital Management,ACWI,ISHARES MSCI ACWI ETF,0.05%,175686,$112.40,1.77%,$114.39,$19747153
David M. Polen,Polen Capital Management,ACWX,ISHARES MSCI ACWI EX US ETF,0.01%,35630,$53.13,2.90%,$54.67,$1893066
David M. Polen,Polen Capital Management,IWF,ISHARES RUSSELL 1000 GROWTH,0.27%,297803,$364.51,2.94%,$353.78,$108552096
David M. Polen,Polen Capital Management,IWM,ISHARES RUSSELL 2000 ETF,0.01%,9888,$202.89,4.98%,$212.99,$2006134
David M. Polen,Polen Capital Management,KSPI,JSC KASPIKZ ADR,0.00%,9686,$129.01,1.82%,$126.66,$1249591
David M. Polen,Polen Capital Management,KB,KB FINANCIAL GROUP INC-ADR,0.01%,78267,$56.61,11.36%,$63.04,$4430695
David M. Polen,Polen Capital Management,KNSL,KINSALE CAPITAL GROUP INC,0.00%,2025,$385.28,23.14%,$474.45,$780432
David M. Polen,Polen Capital Management,LVS,LAS VEGAS SANDS CORP,0.02%,196374,$44.25,9.92%,$39.86,$8689550
David M. Polen,Polen Capital Management,LGIH,LGI HOMES INC,0.00%,20103,$89.49,16.21%,$104.00,$1799047
David M. Polen,Polen Capital Management,MKTX,MARKETAXESS HOLDINGS INC,0.00%,6952,$200.53,20.61%,$241.86,$1394133
David M. Polen,Polen Capital Management,MA,MASTERCARD INC - A,4.69%,4239995,$441.16,9.52%,$483.14,$1870516110
David M. Polen,Polen Capital Management,MEDP,MEDPACE HOLDINGS INC,0.02%,17341,$411.85,15.72%,$347.10,$7141922
David M. Polen,Polen Capital Management,MDT,MEDTRONIC PLC,0.21%,887223,$78.71,15.65%,$91.03,$69833369
David M. Polen,Polen Capital Management,MELI,MERCADOLIBRE INC,0.13%,31040,$1643.39,21.19%,$1991.59,$51010796
David M. Polen,Polen Capital Management,META,META PLATFORMS INC-CLASS A,0.00%,808,$504.12,1.71%,$512.74,$407328
David M. Polen,Polen Capital Management,MSFT,MICROSOFT CORP,10.08%,7458005,$446.95,8.51%,$408.90,$3333355535
David M. Polen,Polen Capital Management,MPWR,MONOLITHIC POWER SYSTEMS INC,0.01%,2442,$821.68,3.51%,$850.51,$2006543
David M. Polen,Polen Capital Management,MORN,MORNINGSTAR INC,0.01%,8064,$295.85,5.89%,$313.27,$2385734
David M. Polen,Polen Capital Management,MSCI,MSCI INC,2.00%,1345116,$481.75,18.93%,$572.94,$648010163
David M. Polen,Polen Capital Management,NTES,NETEASE INC-ADR,0.00%,4000,$95.58,16.76%,$79.56,$382320
David M. Polen,Polen Capital Management,NFLX,NETFLIX INC,3.59%,2119328,$674.88,0.71%,$679.68,$1430292278
David M. Polen,Polen Capital Management,NKE,NIKE INC -CL B,1.70%,7173984,$75.37,7.50%,$81.02,$540703208
David M. Polen,Polen Capital Management,NVO,NOVO-NORDISK A/S-SPONS ADR,2.67%,7447972,$142.74,5.75%,$134.53,$1063123485
David M. Polen,Polen Capital Management,OLLI,OLLIE'S BARGAIN OUTLET HOLDI,0.00%,12800,$98.17,9.60%,$88.75,$1256576
David M. Polen,Polen Capital Management,OPCH,OPTION CARE HEALTH INC,0.01%,120529,$27.70,18.20%,$32.74,$3338663
David M. Polen,Polen Capital Management,PAYC,PAYCOM SOFTWARE INC,0.80%,2236125,$143.04,11.86%,$160.00,$319855358
David M. Polen,Polen Capital Management,PYPL,PAYPAL HOLDINGS INC,0.00%,12770,$58.03,25.12%,$72.61,$741064
David M. Polen,Polen Capital Management,PDD,PINDUODUO INC-ADR,0.02%,42253,$132.95,30.24%,$92.75,$5617635
David M. Polen,Polen Capital Management,POOL,POOL CORP,0.00%,3485,$307.33,12.10%,$344.53,$1071045
David M. Polen,Polen Capital Management,PGNY,PROGYNY INC,0.03%,348292,$28.61,16.85%,$23.79,$9964641
David M. Polen,Polen Capital Management,QLYS,QUALYS INC,0.01%,19303,$142.60,13.14%,$123.86,$2752702
David M. Polen,Polen Capital Management,RGEN,REPLIGEN CORP,0.00%,14572,$126.06,14.62%,$144.48,$1836896
David M. Polen,Polen Capital Management,RVLV,REVOLVE GROUP INC,0.02%,511992,$15.91,37.46%,$21.87,$8145789
David M. Polen,Polen Capital Management,RH,RH,0.01%,6129,$244.45,0.48%,$245.63,$1498351
David M. Polen,Polen Capital Management,CRM,SALESFORCECOM INC,4.33%,6714688,$257.10,3.66%,$247.68,$1726346373
David M. Polen,Polen Capital Management,SAP,SAP SE-SPONSORED ADR,0.63%,1254529,$201.71,6.80%,$215.43,$253051104
David M. Polen,Polen Capital Management,NOW,SERVICENOW INC,4.90%,1800028,$786.67,6.12%,$834.83,$1416028648
David M. Polen,Polen Capital Management,SHOP,SHOPIFY INC - CLASS A,2.44%,14722354,$66.05,6.31%,$70.22,$972411504
David M. Polen,Polen Capital Management,SITE,SITEONE LANDSCAPE SUPPLY INC,0.01%,17111,$121.41,11.86%,$135.81,$2077481
David M. Polen,Polen Capital Management,SITM,SITIME CORP,0.01%,32698,$124.38,9.03%,$135.61,$4066977
David M. Polen,Polen Capital Management,SKIL,SKILLSOFT CORP,0.00%,73112,$13.83,1.52%,$13.62,$1011139
David M. Polen,Polen Capital Management,BIL,SPDR BLOOMBERG 1-3 MONTH T-B,0.02%,91892,$91.78,0.34%,$91.47,$8433889
David M. Polen,Polen Capital Management,TME,TENCENT MUSIC ENTERTAINM-ADR,0.05%,1045840,$14.05,25.55%,$10.46,$14694063
David M. Polen,Polen Capital Management,TTEK,TETRA TECH INC,0.00%,3309,$204.48,14.10%,$233.32,$676624
David M. Polen,Polen Capital Management,TMO,THERMO FISHER SCIENTIFIC INC,4.30%,3102010,$553.00,10.65%,$611.90,$1715411476
David M. Polen,Polen Capital Management,TREX,TREX COMPANY INC,0.00%,5379,$74.12,17.44%,$61.19,$398691
David M. Polen,Polen Capital Management,TYL,TYLER TECHNOLOGIES INC,0.00%,3110,$502.78,16.68%,$586.66,$1563646
David M. Polen,Polen Capital Management,UL,UNILEVER PLC-SPONSORED ADR,0.07%,332974,$54.99,18.39%,$65.10,$18310295
David M. Polen,Polen Capital Management,UNH,UNITEDHEALTH GROUP INC,2.87%,2249052,$509.26,18.64%,$604.18,$1145352473
David M. Polen,Polen Capital Management,VONG,VANGUARD RUSSELL 1000 GROWTH,0.01%,34536,$93.81,3.04%,$90.96,$3239822
David M. Polen,Polen Capital Management,V,VISA INC-CLASS A SHARES,5.27%,5198454,$262.47,6.87%,$280.49,$1364438277
David M. Polen,Polen Capital Management,WRBY,WARBY PARKER INC-CLASS A,0.02%,463853,$16.06,14.20%,$13.78,$7449480
David M. Polen,Polen Capital Management,WDAY,WORKDAY INC-CLASS A,1.92%,3428901,$223.56,15.67%,$258.60,$766565106
David M. Polen,Polen Capital Management,YETI,YETI HOLDINGS INC,0.01%,76601,$38.15,0.97%,$38.52,$2922348
David M. Polen,Polen Capital Management,YUMC,YUM CHINA HOLDINGS INC,0.02%,201365,$30.84,9.14%,$33.66,$6210097
David M. Polen,Polen Capital Management,ZTS,ZOETIS INC,3.06%,7046051,$173.36,8.06%,$187.33,$1221503402
Parnassus Investments,Parnassus Endeavor Fund,A,AGILENT TECHNOLOGIES INC,2.50%,930031,$129.63,6.58%,$138.16,$120559929
Parnassus Investments,Parnassus Endeavor Fund,ALGN,ALIGN TECHNOLOGY INC,1.63%,204604,$241.43,7.91%,$222.34,$49397625
Parnassus Investments,Parnassus Endeavor Fund,GOOGL,ALPHABET INC-CL A,2.97%,797835,$182.15,14.11%,$156.45,$145325645
Parnassus Investments,Parnassus Endeavor Fund,AXP,AMERICAN EXPRESS CO,1.75%,336300,$231.55,8.72%,$251.74,$77870382
Parnassus Investments,Parnassus Endeavor Fund,BLL,BALL CORP,2.82%,1255492,$60.02,15.78%,$69.49,$75354660
Parnassus Investments,Parnassus Endeavor Fund,BAC,BANK OF AMERICA CORP,3.51%,4056349,$39.77,1.84%,$40.50,$161321003
Parnassus Investments,Parnassus Endeavor Fund,BK,BANK OF NEW YORK MELLON CORP,2.80%,2286397,$59.89,13.11%,$67.74,$136932316
Parnassus Investments,Parnassus Endeavor Fund,BAX,BAXTER INTERNATIONAL INC,1.52%,2222045,$33.45,12.20%,$37.53,$74327405
Parnassus Investments,Parnassus Endeavor Fund,BIO,BIO-RAD LABORATORIES-A,1.73%,310732,$273.11,21.16%,$330.91,$84864016
Parnassus Investments,Parnassus Endeavor Fund,BIIB,BIOGEN INC,1.71%,360742,$231.82,11.59%,$204.95,$83627210
Parnassus Investments,Parnassus Endeavor Fund,AVGO,BROADCOM INC,1.10%,33578,$1605.53,90.40%,$154.12,$53910486
Parnassus Investments,Parnassus Endeavor Fund,BEPC,BROOKFIELD RENEWABLE COR-A,1.49%,1325057,$28.38,0.49%,$28.52,$37605143
Parnassus Investments,Parnassus Endeavor Fund,CBRE,CBRE GROUP INC - A,1.83%,593535,$89.11,28.82%,$114.79,$52889981
Parnassus Investments,Parnassus Endeavor Fund,CHTR,CHARTER COMMUNICATIONS INC-A,2.04%,333220,$298.96,10.93%,$331.64,$99619451
Parnassus Investments,Parnassus Endeavor Fund,CI,CIGNA CORP,2.39%,353497,$330.57,10.91%,$366.64,$116855503
Parnassus Investments,Parnassus Endeavor Fund,C,CITIGROUP INC COM NEW,2.49%,1922087,$63.46,3.94%,$60.96,$121975641
Parnassus Investments,Parnassus Endeavor Fund,CME,CME GROUP INC,1.47%,365859,$196.60,9.87%,$216.00,$71927879
Parnassus Investments,Parnassus Endeavor Fund,CMCSA,COMCAST CORP-CLASS A,1.48%,1852661,$39.16,1.25%,$38.67,$72550204
Parnassus Investments,Parnassus Endeavor Fund,CMI,CUMMINS INC,2.42%,427848,$276.93,8.96%,$301.73,$118483946
Parnassus Investments,Parnassus Endeavor Fund,DE,DEERE & CO,2.66%,200427,$373.63,4.90%,$391.95,$74885820
Parnassus Investments,Parnassus Endeavor Fund,DHI,DR HORTON INC,2.49%,458041,$140.93,30.70%,$184.19,$64551844
Parnassus Investments,Parnassus Endeavor Fund,FDX,FEDEX CORP,1.84%,301210,$299.84,2.33%,$292.84,$90314806
Parnassus Investments,Parnassus Endeavor Fund,FIS,FIDELITY NATIONAL INFO SERV,2.53%,1640360,$75.36,9.34%,$82.40,$123617529
Parnassus Investments,Parnassus Endeavor Fund,GILD,GILEAD SCIENCES INC,2.01%,1432811,$68.61,15.33%,$79.13,$98305162
Parnassus Investments,Parnassus Endeavor Fund,GPN,GLOBAL PAYMENTS INC,2.59%,1310863,$96.70,13.80%,$110.04,$126760452
Parnassus Investments,Parnassus Endeavor Fund,INTC,INTEL CORP,2.33%,3678098,$30.97,37.26%,$19.43,$113910695
Parnassus Investments,Parnassus Endeavor Fund,AGPXX,INVESCO GVT & AGNCY-INST,0.30%,14682746,$1.00,0,0,$14682746
Parnassus Investments,Parnassus Endeavor Fund,MA,MASTERCARD INC - A,2.40%,265769,$441.16,9.52%,$483.14,$117246652
Parnassus Investments,Parnassus Endeavor Fund,MU,MICRON TECHNOLOGY INC,2.72%,968259,$131.53,32.11%,$89.29,$127355134
Parnassus Investments,Parnassus Endeavor Fund,MSFT,MICROSOFT CORP,2.69%,294390,$446.95,8.51%,$408.90,$131577610
Parnassus Investments,Parnassus Endeavor Fund,NICE,NICE LTD - SPON ADR,1.79%,509404,$171.97,3.76%,$165.51,$87602205
Parnassus Investments,Parnassus Endeavor Fund,NTR,NUTRIEN LTD,1.63%,1517377,$50.91,7.74%,$46.97,$77249702
Parnassus Investments,Parnassus Endeavor Fund,ORCL,ORACLE CORP,3.34%,1159208,$141.20,0.32%,$140.75,$163680169
Parnassus Investments,Parnassus Endeavor Fund,PFE,PFIZER INC,2.42%,4233811,$27.98,1.47%,$28.39,$118462031
Parnassus Investments,Parnassus Endeavor Fund,PGR,PROGRESSIVE CORP,2.49%,354954,$207.71,22.24%,$253.91,$73727642
Parnassus Investments,Parnassus Endeavor Fund,ROST,ROSS STORES INC,1.99%,620125,$145.32,4.43%,$151.76,$90116644
Parnassus Investments,Parnassus Endeavor Fund,SPGI,S&P GLOBAL INC,3.02%,331514,$446.00,15.09%,$513.31,$147855244
Parnassus Investments,Parnassus Endeavor Fund,SCHW,SCHWAB (CHARLES) CORP,2.45%,1627758,$73.69,13.29%,$63.90,$119949487
Parnassus Investments,Parnassus Endeavor Fund,SPG,SIMON PROPERTY GROUP INC,2.20%,710235,$151.80,8.75%,$165.08,$107813673
Parnassus Investments,Parnassus Endeavor Fund,SYY,SYSCO CORP,2.88%,1975976,$71.39,10.30%,$78.74,$141064926
Parnassus Investments,Parnassus Endeavor Fund,TSM,TAIWAN SEMICONDUCTOR-SP ADR,1.69%,476163,$173.81,7.44%,$160.87,$82761891
Parnassus Investments,Parnassus Endeavor Fund,UNP,UNION PACIFIC CORP,2.23%,482958,$226.26,13.01%,$255.70,$109274077
Parnassus Investments,Parnassus Endeavor Fund,VZ,VERIZON COMMUNICATIONS INC,4.20%,4987150,$41.24,0.58%,$41.48,$205670066
Parnassus Investments,Parnassus Endeavor Fund,DIS,WALT DISNEY CO/THE,1.55%,764219,$99.29,10.11%,$89.25,$75879304
Parnassus Investments,Parnassus Endeavor Fund,WDC,WESTERN DIGITAL CORP,1.92%,694510,$75.77,16.92%,$62.95,$52623089
Donald G. Smith,Donald Smith & Co.,ASIX,ADVANSIX INC,0.10%,161856,$22.92,20.51%,$27.62,$3709739
Donald G. Smith,Donald Smith & Co.,AER,AERCAP HOLDINGS NV,8.32%,3501313,$93.20,0.27%,$92.95,$326322372
Donald G. Smith,Donald Smith & Co.,AFLYY,AIR FRANCE-KLM-ADR,0.13%,5383091,$0.92,5.94%,$0.87,$4978821
Donald G. Smith,Donald Smith & Co.,ASTL,ALGOMA STEEL GROUP INC,1.57%,8847451,$6.96,46.70%,$10.21,$61578259
Donald G. Smith,Donald Smith & Co.,ALGT,ALLEGIANT TRAVEL CO,1.06%,826326,$50.23,18.87%,$40.75,$41506355
Donald G. Smith,Donald Smith & Co.,ALLY,ALLY FINANCIAL INC,2.58%,2553671,$39.67,4.81%,$41.58,$101304129
Donald G. Smith,Donald Smith & Co.,AIG,AMERICAN INTERNATIONAL GROUP,1.39%,717754,$74.24,3.30%,$76.69,$53286084
